filename	time	train_acc	val_acc	sd_acc10	val_auc	sd_auc10	val_tn	val_fn	val_fp	val_tp	val_precision	sd_precision10	val_recall	sd_recall10	val_f1	sd_f1_10	val_mmc	sd_mcc_10	epst	train_acc_a	sd_acc	val_acc_a	sd_acc	train_auc_a	sd_auc	val_auc_a	sd_auc	va_mmc_a	sd_mmc
results/metahitIBD_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_182844c1.0di-1ch3dfc0.0file_sum_ok.txt	214.9	0.932	0.848	0.0	0.914	0.0	-1.0	-1.0	-1.0	-1.0	0.845	0.0	0.823	0.0	0.829	0.0	0.666	0.0	86.6	0.9315766632556916	0.025254462249491128	0.8476326584815979	0.05749572041061056	0.9849431293544754	0.010440196637747125	0.914144858212102	0.04641563996507768	0.6663032329631965	0.12495146085038097
results/metahitIBD_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_183222c1.0di-1ch3dfc0.0file_sum_ok.txt	217.6	0.931	0.846	0.0	0.914	0.0	-1.0	-1.0	-1.0	-1.0	0.842	0.0	0.821	0.0	0.826	0.0	0.662	0.0	85.8	0.930673211812973	0.024804458571399304	0.8455918371677399	0.05450898790372969	0.9846481877593589	0.010336160954292803	0.9137874235715792	0.04658983293872987	0.6623854021857797	0.11895411477396532
results/metahitIBD_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_183603c1.0di-1ch3dfc0.0file_sum_ok.txt	205.7	0.93	0.844	0.0	0.913	0.0	-1.0	-1.0	-1.0	-1.0	0.839	0.0	0.82	0.0	0.824	0.0	0.658	0.0	85.0	0.9299955010414124	0.024701452228474356	0.8435510218143463	0.05364949700915942	0.9844251282885246	0.010187231529104062	0.913440201349357	0.046522350538130246	0.6579664915754491	0.11734721052950707
results/metahitIBD_binGMM_nb20_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_183932c1.0di-1ch3dfc0.0file_sum_ok.txt	211.5	0.93	0.846	0.0	0.913	0.0	-1.0	-1.0	-1.0	-1.0	0.842	0.0	0.823	0.0	0.827	0.0	0.663	0.0	84.3	0.929769766330719	0.02374297137761585	0.8455918371677399	0.05295878274680296	0.9841826594958029	0.010096696383103268	0.9132665902382457	0.0466156044380846	0.6630773617506714	0.11584841139688583
results/metahitIBD_binGMM_nb2_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_174251c1.0di-1ch3dfc0.0file_sum_ok.txt	142.1	0.984	0.874	0.0	0.94	0.0	-1.0	-1.0	-1.0	-1.0	0.867	0.0	0.855	0.0	0.859	0.0	0.722	0.0	124.7	0.9839729130268097	0.022941683735099375	0.8738775372505188	0.04381628265156551	0.9978410081070477	0.004036417626129514	0.9395905808559984	0.03846135695401049	0.7217520378311535	0.10004595053264664
results/metahitIBD_binGMM_nb3_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_174516c1.0di-1ch3dfc0.0file_sum_ok.txt	140.9	0.979	0.866	0.0	0.94	0.0	-1.0	-1.0	-1.0	-1.0	0.857	0.0	0.849	0.0	0.851	0.0	0.705	0.0	128.5	0.9787810385227204	0.02759495176632902	0.8658367395401001	0.05643114766011698	0.9970415135873305	0.005391164310960998	0.9396834809192495	0.03761352906364415	0.7054379109619603	0.12325952960673724
results/metahitIBD_binGMM_nb4_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_174740c1.0di-1ch3dfc0.0file_sum_ok.txt	169.9	0.97	0.874	0.0	0.932	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.858	0.0	0.86	0.0	0.724	0.0	128.9	0.9695249378681183	0.03294779385765326	0.8739591836929321	0.06110185568267169	0.9945818416704799	0.008614209624132542	0.9318189305292008	0.04325633460865732	0.7236732055158951	0.13385991335704803
results/metahitIBD_binGMM_nb5_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_175033c1.0di-1ch3dfc0.0file_sum_ok.txt	170.7	0.964	0.866	0.0	0.928	0.0	-1.0	-1.0	-1.0	-1.0	0.857	0.0	0.847	0.0	0.851	0.0	0.704	0.0	123.8	0.9636538088321686	0.03652827482221887	0.8658367276191712	0.0613267314734495	0.9931477297256931	0.01005404346588057	0.928126647164242	0.04344820501216535	0.7042781310498254	0.13544839222954347
results/metahitIBD_binGMM_nb6_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_175327c1.0di-1ch3dfc0.0file_sum_ok.txt	148.1	0.959	0.86	0.0	0.928	0.0	-1.0	-1.0	-1.0	-1.0	0.854	0.0	0.836	0.0	0.842	0.0	0.69	0.0	116.7	0.9589093327522278	0.033443911893814716	0.8597959220409394	0.06259719137510923	0.9918763689334034	0.010823270519429752	0.9276058138309086	0.044011067138201194	0.6898342191062165	0.1386351582924763
results/metahitIBD_binGMM_nb7_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_175558c1.0di-1ch3dfc0.0file_sum_ok.txt	155.6	0.954	0.856	0.0	0.924	0.0	-1.0	-1.0	-1.0	-1.0	0.851	0.0	0.831	0.0	0.837	0.0	0.681	0.0	110.5	0.9539390981197358	0.03244437775179299	0.8557959258556366	0.058374493911065715	0.9908931633415948	0.01101739806321804	0.9238170066413662	0.04487698450251115	0.681009594857723	0.12904134936949238
results/metahitIBD_binGMM_nb8_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_175836c1.0di-1ch3dfc0.0file_sum_ok.txt	173.9	0.949	0.846	0.0	0.923	0.0	-1.0	-1.0	-1.0	-1.0	0.84	0.0	0.822	0.0	0.826	0.0	0.66	0.0	105.5	0.9494218766689301	0.0310482102976995	0.8456326603889466	0.059543958561368314	0.9899903338330679	0.011076329420016483	0.9232905729496099	0.04412180659325829	0.6603032909439227	0.13047257394368697
results/metahitIBD_binGMM_nb9_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_180133c1.0di-1ch3dfc0.0file_sum_ok.txt	188.8	0.945	0.85	0.0	0.921	0.0	-1.0	-1.0	-1.0	-1.0	0.845	0.0	0.826	0.0	0.831	0.0	0.67	0.0	101.4	0.9453566193580627	0.03178918509212843	0.8497142910957336	0.06223085846156852	0.9890385545617001	0.01144237745449947	0.9207522928526248	0.044262955355759664	0.6696448412532489	0.13682788132323806
results/Quin_gut_liver_cirrhosis_binGMM_nb10_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_163514c1.0di-1ch3dfc0.0file_sum_ok.txt	139.7	0.95	0.854	0.0	0.921	0.0	-1.0	-1.0	-1.0	-1.0	0.861	0.0	0.855	0.0	0.853	0.0	0.715	0.0	166.1	0.9502116322517395	0.04349530244796229	0.853804349899292	0.0722190229640494	0.9872890504914158	0.011858035790921947	0.9207070707070706	0.05520088810099027	0.7153044814230131	0.14184631792810337
results/Quin_gut_liver_cirrhosis_binGMM_nb11_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_163737c1.0di-1ch3dfc0.0file_sum_ok.txt	134.4	0.95	0.858	0.0	0.92	0.0	-1.0	-1.0	-1.0	-1.0	0.865	0.0	0.859	0.0	0.857	0.0	0.724	0.0	152.9	0.9497331619262696	0.04381227945758966	0.8579710185527801	0.07211966011611655	0.9863463010140151	0.011936977787081375	0.9200126262626261	0.054588730552807364	0.7238995956569846	0.14124151889643735
results/Quin_gut_liver_cirrhosis_binGMM_nb12_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_163955c1.0di-1ch3dfc0.0file_sum_ok.txt	127.0	0.945	0.858	0.0	0.918	0.0	-1.0	-1.0	-1.0	-1.0	0.865	0.0	0.859	0.0	0.857	0.0	0.724	0.0	141.1	0.9454177439212799	0.04066105927322882	0.8579710185527801	0.07211966011611655	0.9854308965444097	0.011827102297514316	0.9184974747474746	0.05455542750438967	0.7238995956569846	0.14124151889643735
results/Quin_gut_liver_cirrhosis_binGMM_nb13_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_164204c1.0di-1ch3dfc0.0file_sum_ok.txt	130.8	0.935	0.854	0.0	0.912	0.0	-1.0	-1.0	-1.0	-1.0	0.862	0.0	0.855	0.0	0.853	0.0	0.716	0.0	121.8	0.9348868250846862	0.03662023123021739	0.8536231935024261	0.06718939608171283	0.9825987755104789	0.010785758592630928	0.9124368686868687	0.05926819994561493	0.7162048412662811	0.13234598344605064
results/Quin_gut_liver_cirrhosis_binGMM_nb14_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_164418c1.0di-1ch3dfc0.0file_sum_ok.txt	135.2	0.932	0.854	0.0	0.91	0.0	-1.0	-1.0	-1.0	-1.0	0.862	0.0	0.855	0.0	0.853	0.0	0.716	0.0	119.5	0.9320137083530426	0.034128883787710354	0.8536231935024261	0.06718939608171283	0.981844065095429	0.010593590983565803	0.9102272727272724	0.0580436035869188	0.7162048412662811	0.13234598344605064
results/Quin_gut_liver_cirrhosis_binGMM_nb15_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_164636c1.0di-1ch3dfc0.0file_sum_ok.txt	139.6	0.931	0.854	0.0	0.909	0.0	-1.0	-1.0	-1.0	-1.0	0.862	0.0	0.855	0.0	0.853	0.0	0.716	0.0	117.9	0.9310544729232788	0.0341572686985522	0.8536231935024261	0.06718939608171283	0.9812777633556709	0.010650695287501177	0.9087121212121213	0.05825087639298627	0.7162048412662811	0.13234598344605064
results/Quin_gut_liver_cirrhosis_binGMM_nb16_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_164859c1.0di-1ch3dfc0.0file_sum_ok.txt	139.9	0.929	0.858	0.0	0.908	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.859	0.0	0.857	0.0	0.725	0.0	116.4	0.9286575257778168	0.03322168718482917	0.8579710185527801	0.07469482598302166	0.9806717707950792	0.010557739908564281	0.9078914141414142	0.05905558951568944	0.7245991187834122	0.14664537882176784
results/Quin_gut_liver_cirrhosis_binGMM_nb17_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_165122c1.0di-1ch3dfc0.0file_sum_ok.txt	143.6	0.928	0.858	0.0	0.906	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.859	0.0	0.857	0.0	0.725	0.0	115.4	0.9281790554523468	0.03339622242117189	0.8579710185527801	0.07469482598302166	0.9803459143644842	0.01048293374088619	0.9056186868686869	0.05949854138674571	0.7245991187834122	0.14664537882176784
results/Quin_gut_liver_cirrhosis_binGMM_nb18_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_165349c1.0di-1ch3dfc0.0file_sum_ok.txt	140.9	0.928	0.858	0.0	0.906	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.859	0.0	0.857	0.0	0.725	0.0	114.1	0.9277005910873413	0.03363116756967899	0.8579710185527801	0.07469482598302166	0.9797609891065389	0.010542642576260175	0.9063131313131315	0.05974450755544436	0.7245991187834122	0.14664537882176784
results/Quin_gut_liver_cirrhosis_binGMM_nb19_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_165613c1.0di-1ch3dfc0.0file_sum_ok.txt	130.5	0.927	0.858	0.0	0.905	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.859	0.0	0.857	0.0	0.725	0.0	113.4	0.9272221267223358	0.03282782150322161	0.8579710185527801	0.07469482598302166	0.9794626266401352	0.010530211899919093	0.9048611111111111	0.058880941441386433	0.7245991187834122	0.14664537882176784
results/Quin_gut_liver_cirrhosis_binGMM_nb20_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_165826c1.0di-1ch3dfc0.0file_sum_ok.txt	131.9	0.927	0.858	0.0	0.905	0.0	-1.0	-1.0	-1.0	-1.0	0.866	0.0	0.859	0.0	0.857	0.0	0.725	0.0	112.6	0.9267436563968658	0.03298362389942333	0.8579710185527801	0.07469482598302166	0.9790912264341773	0.010581324901428537	0.9047979797979799	0.06027490016955612	0.7245991187834122	0.14664537882176784
results/Quin_gut_liver_cirrhosis_binGMM_nb2_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_161535c1.0di-1ch3dfc0.0file_sum_ok.txt	102.5	0.985	0.866	0.0	0.943	0.0	-1.0	-1.0	-1.0	-1.0	0.871	0.0	0.868	0.0	0.866	0.0	0.739	0.0	167.4	0.9851651549339294	0.030520161755135854	0.866304349899292	0.06296847874430389	0.9974038835225876	0.007401618643781117	0.9432449494949495	0.04711512358220353	0.7386281683237681	0.12395879497064627
results/Quin_gut_liver_cirrhosis_binGMM_nb3_aun_0.0_1.0/a1_estopc5_fc_o2adam_lr-1.0de0.0e500_20231214_161721c1.0di-1ch3dfc0.0file_sum_ok.txt	125.8	0.983	0.875	0.0	0.942	0.0	-1.0	-1.0	-1.0	-1.0	0.88	0.0	0.877	0.0	0.875	0.0	0.756	0.0	221.6	0.9832535862922669	0.03211448609797814	0.8751811623573303	0.06181998021388196	0.9970765321306747	0.007826090161486348	0.9416666666666664	0.04673013743091077	0.7564290878876752	0.1207172501439295
